"Accepted Symbol","Synonym Symbol","Scientific Name","Genus","Family","Family Common Name","Order","Class","Division","Kingdom"
"ANCHU","","Anchusa","Anchusa","Boraginaceae","Borage family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"ANCIS3","","Ancistrachne","Ancistrachne","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ANCIS","","Ancistrocactus","Ancistrocactus","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ANCIS2","","Ancistrocarphus","Ancistrocarphus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ANDIR","","Andira","Andira","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ANDRE2","","Andreaea","Andreaea","Andreaeaceae","","Andreaeales","Andreaeopsida","Bryophyta","Plantae"
"ANDRE3","","Andreaeobryum","Andreaeobryum","Andreaeobryaceae","","Andreaeobryales","Andreaeopsida","Bryophyta","Plantae"
"ANDRO5","","Andrographis","Andrographis","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ANDRO","","Andromeda","Andromeda","Ericaceae","Heath family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"ANDRO2","","Andropogon","Andropogon","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ANDRO3","","Androsace","Androsace","Primulaceae","Primrose family","Primulales","Magnoliopsida","Magnoliophyta","Plantae"
"ANDRO4","","Androstephium","Androstephium","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"ANECH","","Anechites","Anechites","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"ANEIL2","","Aneilema","Aneilema","Commelinaceae","Spiderwort family","Commelinales","Liliopsida","Magnoliophyta","Plantae"
"ANELS","","Anelsonia","Anelsonia","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ANEMA","","Anema","Anema","Lichinaceae","","Lichinales","Ascomycetes","Ascomycota","Fungi"
"ANEMI","","Anemia","Anemia","Anemiaceae","Flowering Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"ANEMO","","Anemone","Anemone","Ranunculaceae","Buttercup family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"ANEMO3","","Anemopsis","Anemopsis","Saururaceae","Lizard's-tail family","Piperales","Magnoliopsida","Magnoliophyta","Plantae"
"ANETH","","Anethum","Anethum","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"ANETI","","Anetium","Anetium","Vittariaceae","Shoestring Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"ANEUR","","Aneura","Aneura","Aneuraceae","","Metzgeriales","Hepaticopsida","Hepaticophyta","Plantae"
"ANGAD","","Angadenia","Angadenia","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"ANGEL","","Angelica","Angelica","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"ANGEL2","","Angelonia","Angelonia","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ANGIO","","Angiopteris","Angiopteris","Marattiaceae","Vessel Fern family","Marattiales","Filicopsida","Pteridophyta","Plantae"
"ANGOS","","Angostura","Angostura","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"ANIBA","","Aniba","Aniba","Lauraceae","Laurel family","Laurales","Magnoliopsida","Magnoliophyta","Plantae"
"ANISA","","Anisacanthus","Anisacanthus","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ANISE","","Aniseia","Aniseia","Convolvulaceae","Morning-glory family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"ANISO5","","Anisocarpus","Anisocarpus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ANISO3","","Anisocoma","Anisocoma","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ANISO6","","Anisodontea","Anisodontea","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"ANISO4","","Anisomeridium","Anisomeridium","Monoblastiaceae","","Dothideales","Ascomycetes","Ascomycota","Fungi"
"ANNON","","Annona","Annona","Annonaceae","Custard-apple family","Magnoliales","Magnoliopsida","Magnoliophyta","Plantae"
"ANODA","","Anoda","Anoda","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"ANOEC2","","Anoectangium","Anoectangium","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"ANOEC","","Anoectochilus","Anoectochilus","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"ANOGE","","Anogeissus","Anogeissus","Combretaceae","Indian Almond family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"ANOMO3","","Anomobryum","Anomobryum","Bryaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"ANOMO","","Anomodon","Anomodon","Anomodontaceae","","Leucodontales","Bryopsida","Bryophyta","Plantae"
"ANOPT","","Anopteris","Anopteris","Pteridaceae","Maidenhair Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"ANRED","","Anredera","Anredera","Basellaceae","Basella family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTEN","","Antennaria","Antennaria","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTEN2","","Antenoron","Antenoron","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTHA","","Anthaenantia","Anthaenantia","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ANTHE5","","Anthelia","Anthelia","Antheliaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"ANTHE","","Anthemis","Anthemis","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTHE3","","Anthephora","Anthephora","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ANTHE4","","Antheropeas","Antheropeas","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTHO3","","Anthoceros","Anthoceros","Anthocerotaceae","","Anthocerotales","Anthocerotopsida","Anthocerotophyta","Plantae"
"ANTHO","","Anthoxanthum","Anthoxanthum","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ANTHR2","","Anthracothecium","Anthracothecium","Pyrenulaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"ANTHR","","Anthriscus","Anthriscus","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTHU","","Anthurium","Anthurium","Araceae","Arum family","Arales","Liliopsida","Magnoliophyta","Plantae"
"ANTHY","","Anthyllis","Anthyllis","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTID2","","Antidaphne","Antidaphne","Eremolepidaceae","Catkin-mistletoe family","Santalales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTID","","Antidesma","Antidesma","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTIG","","Antigonon","Antigonon","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTIP","","Antiphytum","Antiphytum","Boraginaceae","Borage family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTIR","","Antirhea","Antirhea","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTIR2","","Antirrhinum","Antirrhinum","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTIT2","","Antitrichia","Antitrichia","Leucodontaceae","","Leucodontales","Bryopsida","Bryophyta","Plantae"
"ANTOP","","Antopetitia","Antopetitia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ANTRO","","Antrophyum","Antrophyum","Vittariaceae","Shoestring Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"ANULO","","Anulocaulis","Anulocaulis","Nyctaginaceae","Four o'clock family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ANZIA","","Anzia","Anzia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ANZIN","","Anzina","Anzina","Trapeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"AONGS","","Aongstroemia","Aongstroemia","Dicranaceae","","Dicranales","Bryopsida","Bryophyta","Plantae"
"APACH","","Apacheria","Apacheria","Crossosomataceae","Crossosoma family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"APERA","","Apera","Apera","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"APHAN7","","Aphanamixis","Aphanamixis","Meliaceae","Mahogany family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"APHAN4","","Aphanes","Aphanes","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"APHAN2","","Aphanisma","Aphanisma","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"APHAN6","","Aphanolejeunea","Aphanolejeunea","Lejeuneaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"APHAN5","","Aphanorrhegma","Aphanorrhegma","Funariaceae","","Funariales","Bryopsida","Bryophyta","Plantae"
"APHAN3","","Aphanostephus","Aphanostephus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"APHRA","","Aphragmus","Aphragmus","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"APIAS","","Apiastrum","Apiastrum","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"APIOS","","Apios","Apios","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"APIUM","","Apium","Apium","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"APLEC","","Aplectrum","Aplectrum","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"APLOD2","","Aplodon","Aplodon","Splachnaceae","","Funariales","Bryopsida","Bryophyta","Plantae"
"APLUD","","Apluda","Apluda","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"APOCY","","Apocynum","Apocynum","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"APODA","","Apodanthera","Apodanthera","Cucurbitaceae","Cucumber family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"APOME","","Apometzgeria","Apometzgeria","Metzgeriaceae","","Metzgeriales","Hepaticopsida","Hepaticophyta","Plantae"
"APONO","","Aponogeton","Aponogeton","Aponogetonaceae","Cape-pondweed family","Najadales","Liliopsida","Magnoliophyta","Plantae"
"APOTR","","Apotreubia","Apotreubia","Treubiaceae","","Metzgeriales","Hepaticopsida","Hepaticophyta","Plantae"
"APTEN","","Aptenia","Aptenia","Aizoaceae","Fig-marigold family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"APTER","","Apteria","Apteria","Burmanniaceae","Burmannia family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"AQUIL","","Aquilegia","Aquilegia","Ranunculaceae","Buttercup family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"ARABI","","Arabidopsis","Arabidopsis","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ARABI2","","Arabis","Arabis","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ARACH","","Arachis","Arachis","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ARACH2","","Arachniodes","Arachniodes","Dryopteridaceae","Wood Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"ARALI","","Aralia","Aralia","Araliaceae","Ginseng family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"ARAUC2","","Araucaria","Araucaria","Araucariaceae","Araucaria family","Pinales","Pinopsida","Coniferophyta","Plantae"
"ARAUJ","","Araujia","Araujia","Asclepiadaceae","Milkweed family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"ARBUT","","Arbutus","Arbutus","Ericaceae","Heath family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCEU","","Arceuthobium","Arceuthobium","Viscaceae","Christmas Mistletoe family","Santalales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCHI6","","Archidium","Archidium","Archidiaceae","","Archidiales","Bryopsida","Bryophyta","Plantae"
"ARCHO2","","Archontophoenix","Archontophoenix","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ARCTA","","Arctagrostis","Arctagrostis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ARCTI","","Arctium","Arctium","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCTO5","","Arctoa","Arctoa","Dicranaceae","","Dicranales","Bryopsida","Bryophyta","Plantae"
"ARCTO10","","Arctocetraria","Arctocetraria","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ARCTO","","Arctomecon","Arctomecon","Papaveraceae","Poppy family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCTO7","","Arctomia","Arctomia","Arctomiaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ARCTO8","","Arctoparmelia","Arctoparmelia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ARCTO9","","Arctopeltis","Arctopeltis","Lecanoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ARCTO2","","Arctophila","Arctophila","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ARCTO3","","Arctostaphylos","Arctostaphylos","Ericaceae","Heath family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCTO11","","Arctotheca","Arctotheca","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCTO4","","Arctotis","Arctotis","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARDIS","","Ardisia","Ardisia","Myrsinaceae","Myrsine family","Primulales","Magnoliopsida","Magnoliophyta","Plantae"
"ARECA","","Areca","Areca","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ARECA2","","Arecastrum","Arecastrum","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ARENA","","Arenaria","Arenaria","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARENG","","Arenga","Arenga","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ARETH","","Arethusa","Arethusa","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"ARGEM","","Argemone","Argemone","Papaveraceae","Poppy family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGEN","","Argentina","Argentina","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGUS","","Argusia","Argusia","Boraginaceae","Borage family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGYR3","","Argyranthemum","Argyranthemum","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGYR2","","Argyreia","Argyreia","Convolvulaceae","Morning-glory family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGYR5","","Argyrochosma","Argyrochosma","Pteridaceae","Maidenhair Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"ARGYR6","","Argyrolobium","Argyrolobium","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGYR","","Argyroxiphium","Argyroxiphium","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGYT","","Argythamnia","Argythamnia","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"ARIOC","","Ariocarpus","Ariocarpus","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARISA","","Arisaema","Arisaema","Araceae","Arum family","Arales","Liliopsida","Magnoliophyta","Plantae"
"ARIST3","","Aristea","Aristea","Iridaceae","Iris family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"ARIST","","Aristida","Aristida","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ARIST4","","Aristocapsa","Aristocapsa","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"ARIST2","","Aristolochia","Aristolochia","Aristolochiaceae","Birthwort family","Aristolochiales","Magnoliopsida","Magnoliophyta","Plantae"
"ARIST5","","Aristotelia","Aristotelia","Elaeocarpaceae","Elaeocarpus family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMER","","Armeria","Armeria","Plumbaginaceae","Leadwort family","Plumbaginales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMOR","","Armoracia","Armoracia","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ARNEL","","Arnellia","Arnellia","Arnelliaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"ARNIC","","Arnica","Arnica","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARNOG","","Arnoglossum","Arnoglossum","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARNOS","","Arnoseris","Arnoseris","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARONI2","","Aronia","Aronia","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ARRAB","","Arrabidaea","Arrabidaea","Bignoniaceae","Trumpet-creeper family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ARRAC2","","Arracacia","Arracacia","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"ARRHE","","Arrhenatherum","Arrhenatherum","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ARTAB","","Artabotrys","Artabotrys","Annonaceae","Custard-apple family","Magnoliales","Magnoliopsida","Magnoliophyta","Plantae"
"ARTEM","","Artemisia","Artemisia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ARTHO","","Arthonia","Arthonia","Arthoniaceae","","Arthoniales","Ascomycetes","Ascomycota","Fungi"
"ARTHO2","","Arthopyrenia","Arthopyrenia","Arthopyreniaceae","","Dothideales","Ascomycetes","Ascomycota","Fungi"
"ARTHO3","","Arthothelium","Arthothelium","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"ARTHR","","Arthraxon","Arthraxon","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ARTHR4","","Arthrocnemum","Arthrocnemum","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARTHR8","","Arthropodium","Arthropodium","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"ARTHR5","","Arthrorhaphis","Arthrorhaphis","Arthrorhaphidaceae","","Patellariales","Ascomycetes","Ascomycota","Fungi"
"ARTHR7","","Arthrosporum","Arthrosporum","Catillariaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ARTHR3","","Arthrostemma","Arthrostemma","Melastomataceae","Melastome family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"ARTHR2","","Arthrostylidium","Arthrostylidium","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ARTOC","","Artocarpus","Artocarpus","Moraceae","Mulberry family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"ARUM2","","Arum","Arum","Araceae","Arum family","Arales","Liliopsida","Magnoliophyta","Plantae"
"ARUNC","","Aruncus","Aruncus","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ARUND","","Arundina","Arundina","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
